epoch	loss
0	1.0430572032928467
1	1.0211646556854248
2	0.9968382716178894
3	0.9694573283195496
4	0.9426370859146118
5	0.9158138632774353
6	0.888447642326355
7	0.8600298762321472
8	0.8300718665122986
9	0.7980706691741943
10	0.7634897828102112
11	0.7258416414260864
12	0.6849852204322815
13	0.6417662501335144
14	0.5990565419197083
15	0.5624139904975891
16	0.5379558205604553
17	0.5244565606117249
18	0.5156317353248596
19	0.5081009268760681
20	0.49916666746139526
21	0.48677271604537964
22	0.47106048464775085
23	0.45286375284194946
24	0.431376188993454
25	0.406306654214859
26	0.38363170623779297
27	0.36833298206329346
28	0.36022239923477173
29	0.35559386014938354
30	0.35134559869766235
31	0.34577319025993347
32	0.3384544849395752
33	0.32987189292907715
34	0.32097721099853516
35	0.3127516508102417
36	0.30580633878707886
37	0.30015507340431213
38	0.2952522933483124
39	0.2904806137084961
40	0.28540337085723877
41	0.27984827756881714
42	0.27427518367767334
43	0.26913467049598694
44	0.2650076746940613
45	0.2619421184062958
46	0.25959959626197815
47	0.2574402987957001
48	0.2550971210002899
49	0.25254473090171814
50	0.24997194111347198
51	0.2475387454032898
52	0.24524183571338654
53	0.24296355247497559
54	0.24061250686645508
55	0.2382051944732666
56	0.23582500219345093
57	0.2335277795791626
58	0.23130059242248535
59	0.22910448908805847
60	0.2269420325756073
61	0.22487691044807434
62	0.22299039363861084
63	0.22131869196891785
64	0.21982286870479584
65	0.21841026842594147
66	0.21698732674121857
67	0.21550661325454712
68	0.21397829055786133
69	0.21244220435619354
70	0.21092726290225983
71	0.2094423621892929
72	0.2080276757478714
73	0.20667964220046997
74	0.20523005723953247
75	0.2038421928882599
76	0.2024827003479004
77	0.2011113166809082
78	0.19989724457263947
79	0.19868884980678558
80	0.1976468563079834
81	0.1965787559747696
82	0.19562140107154846
83	0.19459669291973114
84	0.19362391531467438
85	0.1926165223121643
86	0.19159317016601562
87	0.1905590444803238
88	0.18945907056331635
89	0.18838520348072052
90	0.1872566044330597
